id,name,type,sex,michelin_rating ,nationality ,county,alive,,,cuisine_style
margam,Mario Gamba,chef,2,1,italienisch,NA,1,,,NA
Racquarello,Acquarello,restaurant,NA,1,NA,by,NA,,,NA
flober,Florian Berger,chef,2,1,österreichisch,NA,1,,,NA
Rgabelspiel,Gabelspiel,restaurant,NA,1,NA,by,NA,,,NA
natleb,Nathalie Leblond,chef,1,1,deutsch,NA,1,,,NA
Rlesdeux,Les Deux,restaurant,NA,1,NA,by,NA,,,NA
martau,Marcel Tauschek,chef,2,1,deutsch,NA,1,,,NA
Rmountainhubgourmet,Mountain Hub Gourmet,restaurant,NA,1,NA,by,NA,,,NA
joslei,Joshua Leise,chef,2,1,deutsch,NA,1,,,NA
Rmural,Mural,restaurant,NA,1,NA,by,NA,,,NA
domkäp,Dominik Käppeler,chef,2,1,deutsch,NA,1,,,NA
tobbac,Tobias Bacher,chef,2,1,deutsch,NA,1,,,NA
Rshowroom,Showroom,restaurant,NA,1,NA,by,NA,,,NA
jürwol,Jürgen Wolfsgruber,chef,2,1,österreichisch,NA,1,,,NA
Rsparklingbistro,Sparkling Bistro,restaurant,NA,1,NA,by,NA,,,NA
Rtantrisdna,Tantris DNA,restaurant,NA,1,NA,by,NA,,,NA
sigsch,Sigrid Schelling,chef,1,1,österreichisch,NA,1,,,NA
Rwerneckhofsigischelling,Werneckhof Sigi Schelling,restaurant,NA,1,NA,by,NA,,,NA
harrüs,Harald Rüssel,chef,2,1,deutsch,NA,1,,,NA
Rrüsselslandhaus,Rüssel's Landhaus,restaurant,NA,1,NA,rp,NA,,,NA
claurr,Claudio Urru,chef,2,1,deutsch,NA,1,,,NA
Raltebaiz,Alte Baiz,restaurant,NA,1,NA,bw,NA,,,NA
chrdet,Christiane Detemple-Schäfer,chef,1,1,deutsch,NA,1,,,NA
olisch,Oliver Schäfer,chef,2,1,deutsch,NA,1,,,NA
Rletemple,Le temple,restaurant,NA,1,NA,rp,NA,,,NA
tobschl,Tobias Schlimbach,chef,2,1,deutsch,NA,1,,,NA
herbro,Herbert Brockel,chef,2,1,deutsch,NA,1,,,NA
Rburgnideggenbrockelschlimbach,Burg Nideggen - Brockel Schlimbach,restaurant,NA,1,NA,nw,NA,,,NA
thogil,Thomas Gilles,chef,2,1,deutsch,NA,1,,,NA
Rclostermannslegourmet,Clostermanns Le Gourmet,restaurant,NA,1,NA,nw,NA,,,NA
matach,Mathias Achatz,chef,2,1,deutsch,NA,1,,,NA
Rbuchnerwelchenberg1658,Buchner Welchenberg 1658,restaurant,NA,1,NA,by,NA,,,NA
markeb,Markus Kebschull,chef,2,1,deutsch,NA,1,,,NA
Rseesteg,Seesteg,restaurant,NA,1,NA,ni,NA,,,NA
joakai,Joachim Kaiser,chef,2,1,deutsch,NA,1,,,NA
Rwirtshausmeyerskeller,Wirtshaus Meyers Keller,restaurant,NA,1,NA,by,NA,,,NA
fabden,Fabian Denninger,chef,2,1,deutsch,NA,1,,,NA
Rentenstuben,Entenstuben,restaurant,NA,1,NA,by,NA,,,NA
felbru,Felix Bruegel,chef,2,1,deutsch,NA,1,,,NA
Rkochundkellner,Koch und Kellner,restaurant,NA,1,NA,by,NA,,,NA
vadkar,Vadim Karasev,chef,2,1,deutsch,NA,1,,,NA
Rveles,Veles,restaurant,NA,1,NA,by,NA,,,NA
valrot,Valentin Rottner,chef,2,1,deutsch,NA,1,,,NA
Rwaidwerk,Waidwerk,restaurant,NA,1,NA,by,NA,,,NA
stemei,Stefan Meier,chef,2,1,deutsch,NA,1,,,NA
Rzweisinnmeiersfinedining,ZweiSinn Meiers | Fine Dining,restaurant,NA,1,NA,by,NA,,,NA
petstr,Peter A. Strauss,chef,2,1,deutsch,NA,1,,,NA
Ressatelierstrauss,Ess Atelier Strauss,restaurant,NA,1,NA,by,NA,,,NA
chrwil,Christopher Wilbrand,chef,2,1,deutsch,NA,1,,,NA
alewil,Alejandro Wilbrand,chef,2,1,deutsch,NA,1,,,NA
Rzurpost,Zur Post,restaurant,NA,1,NA,nw,NA,,,NA
flowag,Florian Wagenbach,chef,2,1,deutsch,NA,1,,,NA
Rsilberdistel,Silberdistel,restaurant,NA,1,NA,by,NA,,,NA
johwuh,Johannes Wuhrer,chef,2,1,deutsch,NA,1,,,NA
larkei,Lars Keiling,chef,2,1,deutsch,NA,1,,,NA
Rfriedrich,Friedrich,restaurant,NA,1,NA,ni,NA,,,NA
ranjon,Randy de Jong,chef,2,1,niederländisch,NA,1,,,NA
Rkesselhaus,Kesselhaus,restaurant,NA,1,NA,ni,NA,,,NA
elmsim,Elmar Simon,chef,2,1,deutsch,NA,1,,,NA
Rbalthasar,Balthasar,restaurant,NA,1,NA,nw,NA,,,NA
micamm,Michael Ammon,chef,2,1,deutsch,NA,1,,,NA
Rgasthausjakob,Gasthaus Jakob,restaurant,NA,1,NA,by,NA,,,NA
simsch,Simon Schlachter,chef,2,1,deutsch,NA,1,,,NA
Rpavoimburghotelfalkenstein,PAVO im Burghotel Falkenstein,restaurant,NA,1,NA,by,NA,,,NA
vjepav,Vjekoslav Pavic,chef,2,1,kroatisch,NA,1,,,NA
Rdiebrasserie,Die Brasserie,restaurant,NA,1,NA,rp,NA,,,NA
alehub,Alexander Huber,chef,2,1,deutsch,NA,1,,,NA
Rhuberwirt,Huberwirt,restaurant,NA,1,NA,by,NA,,,NA
davsch,David Schubert,chef,2,1,deutsch,NA,1,,,NA
Rkochzimmerindergaststättezurratswaage,kochZIMMER in der Gaststätte zur Ratswaage,restaurant,NA,1,NA,bb,NA,,,NA
,,,,,,,,,,
torsch,Torben Schäfer,chef,2,1,deutsch,NA,1,,,NA
Rnagaya,Nagaya,restaurant,NA,1,NA,nw,NA,,,NA
Rgutlärchenhof,Gut Lärchenhof,restaurant,NA,1,NA,nw,NA,,,NA
holber,Holger Berens,chef,2,1,deutsch,NA,1,,,NA
Rateliersanssouci,Atelier Sanssouci,restaurant,NA,1,NA,sn,NA,,,NA
marlan,Marcus Langer,chef,2,1,deutsch,NA,1,,,NA
steher,Stefan Hermann,chef,2,1,deutsch,NA,1,,,NA
Rlandhausfeckl,Landhaus Feckl,restaurant,NA,1,NA,bw,NA,,,NA
antsch,Anton Schmaus,chef,2,2,deutsch,NA,1,,,NA
atssug,Atsushi Sugimoto,chef,2,1,japanisch,NA,1,,,NA
Rstorstad,Storstad,restaurant,NA,1,NA,by,NA,,,NA
Rroterhahn,Roter Hahn,restaurant,NA,1,NA,by,NA,,,NA
maxsch,Maximilian Schmidt,chef,2,1,deutsch,NA,1,,,NA
joswei,Josef Weig,chef,2,1,deutsch,NA,1,,,NA
Rreuter,Reuter,restaurant,NA,1,NA,nw,NA,,,NA
iribet,Iris Bettinger,chef,1,1,deutsch,NA,1,,,NA
Rgourmetrestaurantderbutt,Gourmet-Restaurant Der Butt,restaurant,NA,1,NA,mv,NA,,,NA
thohei,Thomas Heimann,chef,2,1,deutsch,NA,1,,,NA
Rgutshausstolpe,Gutshaus Stolpe,restaurant,NA,1,NA,nw,NA,,,NA
holstr,Holger Stromberg,chef,2,1,deutsch,NA,1,,,NA
Rhaubentaucher,Haubentaucher,restaurant,NA,1,NA,by,NA,,,NA
aloneu,Alois Neuschmid,chef,2,2,österreichisch,NA,1,,,NA
Rfreustil,freustil,restaurant,NA,1,NA,mv,NA,,,NA
ralhau,Ralf Haug,chef,2,2,deutsch,NA,1,,,NA
Rgenussapotheke,Genuss-Apotheke,restaurant,NA,1,NA,bw,NA,,,NA
raipil,Raimar Pilz,chef,2,1,deutsch,NA,1,,,NA
Rgourmetrestaurantfinediningrs,"Gourmetrestaurant ""fine dining RS""",restaurant,NA,1,NA,bw,NA,,,NA
marwai,Markus Waibel,chef,2,1,deutsch,NA,1,,,NA
rolstr,Rolf Straubinger,chef,2,1,deutsch,NA,1,,,NA
Rkunzgourmet,Kunz Gourmet,restaurant,NA,1,NA,sl,NA,,,NA
alekun,Alexander Kunz,chef,2,1,deutsch,NA,1,,,NA
patjen,Patrick Jenal,chef,2,1,deutsch,NA,1,,,NA
,,,,,,,,,,NA
Rdiva,DiVa,restaurant,NA,1,NA,sh,NA,,,NA
gunehi,Gunter Ehinger,chef,2,2,deutsch,NA,1,,,NA
Rschwarzerhahn,Schwarzer Hahn,restaurant,NA,1,NA,rp,NA,,,NA
hanste,Hans-Paul Steiner,chef,2,2,deutsch,NA,1,,,NA
Rcarrousel,Carrousel,restaurant,NA,1,NA,sn,NA,,,NA
Roberländerweinstube,Oberländer Weinstube,restaurant,NA,1,NA,bw,NA,,,NA
robhau,Robert Hauptvogel,chef,2,1,deutsch,NA,1,,,NA
Rjuwel,JUWEL,restaurant,NA,1,NA,sn,NA,,,NA
Rhofstube,Hofstube,restaurant,NA,1,NA,nw,NA,,,NA
felweb,Felix Weber,chef,2,3,deutsch,NA,1,,,NA
Rgourmetrestaurantnicoburkhardt,Gourmetrestaurant Nico Burkhardt,restaurant,NA,1,NA,bw,NA,,,NA
nicbur,Nico Burkhardt,chef,2,2,deutsch,NA,1,,,NA
karhau,Karlheinz Hauser,chef,2,1,deutsch,NA,1,,,NA
joswol,Josef Wolf,chef,2,1,deutsch,NA,1,,,NA
Reisenbahn,Eisenbahn,restaurant,NA,1,NA,bw,NA,,,NA
Rreberspflug,Rebers Pflug,restaurant,NA,1,NA,bw,NA,,,NA
vinkli,Vincent Klink,chef,2,1,deutsch,NA,1,,,NA
hanreb,Hans-Harald Reber,chef,2,1,deutsch,NA,1,,,NA
berdie,Bernhard Diers,chef,2,1,deutsch,NA,1,,,NA
sebkau,Sebastian Kauper,chef,2,1,deutsch,NA,1,,,NA
Rkaupersrestaurantimkapellenhof,Kaupers Restaurant im Kapellenhof,restaurant,NA,1,NA,rp,NA,,,NA
juaama,Juan Amador,chef,2,3,deutsch,NA,1,,,NA
Ramador,Amador,restaurant,NA,3,NA,he,NA,,,NA
Rjungborn,Jungborn,restaurant,NA,1,NA,rp,NA,,,NA
phihel,Philipp Helzle,chef,2,1,deutsch,NA,1,,,NA
Rphilipp,Philipp,restaurant,NA,1,NA,by,NA,,,NA
micphi,Michael Philipp,chef,2,1,deutsch,NA,NA,,,NA
frisch,Fritz Schilling,chef,2,2,deutsch,NA,NA,,,NA
gerwin,Gerd Windhösel,chef,2,2,deutsch,NA,1,,,NA
Rhirsch,Hirsch,restaurant,NA,2,NA,bw,NA,,,NA
Raubergine,Aubergine,restaurant,NA,1,NA,by,NA,,,NA
maxmos,Maximilian Moser,chef,2,1,deutsch,NA,1,,,NA
Rfünf,5 (Fünf),restaurant,NA,1,NA,bw,NA,,,NA
aledin,Alexander Dinter,chef,2,1,deutsch,NA,1,,,NA
Rdelice,Délice,restaurant,NA,1,NA,bw,NA,,,NA
andhet,Andreas Hettinger,chef,2,1,deutsch,NA,1,,,NA
Rderzauberlehrling,Der Zauberlehrling,restaurant,NA,1,NA,bw,NA,,,NA
fabhel,Fabian Heldmann,chef,2,1,deutsch,NA,1,,,NA
,,,,,,,,,,
,,,,,,,,,,
michup,Michael Huppert,chef,2,1,deutsch,NA,1,,,NA
Rhupperts,Hupperts,restaurant,NA,1,NA,bw,NA,,,NA
benben,Ben Benasr,chef,2,1,tunesisch,NA,1,,,NA
Rritzigourmet,Ritzi Gourmet,restaurant,NA,1,NA,bw,NA,,,NA
micoet,Michael Oettinger,chef,2,1,deutsch,NA,1,,,NA
Roettingersrestaurant,Oettinger's Restaurant,restaurant,NA,1,NA,bw,NA,,,NA
ralkne,Ralph Knebel,chef,2,1,deutsch,NA,1,,,NA
Rerbprinz,Erbprinz,restaurant,NA,1,NA,bw,NA,,,NA
jörnet,Jörg Neth,chef,2,1,deutsch,NA,1,,,NA
Rwielandshöhe,Wielandshöhe,restaurant,NA,1,NA,bw,NA,,,NA
felgab,Felix Gabel,chef,2,1,deutsch,NA,1,,,NA
Rkai3,KAI3,restaurant,NA,1,NA,sh,NA,,,NA
,,,,,,,,,,
,,,,,,,,,,
Rbodendorfs,BODENDORF'S,restaurant,NA,1,NA,sh,NA,,,
holbod,Holger Bodendorf,chef,2,1,deutsch,NA,1,,,
Rgourmetrestaurantberlinskrone,Gourmetrestaurant Berlins Krone,restaurant,NA,1,NA,bw,NA,,,
fraber,Franz Berlin,chef,2,1,deutsch,NA,1,,,
Roswaldsgourmetstube,Oswald's Gourmetstube,restaurant,NA,1,NA,by,NA,,,
thoger,Thomas Gerber,chef,2,1,deutsch,NA,1,,,
denbrü,Denis Brühl,chef,NA,1,deutsch,NA,1,,,
Rorangerie,Orangerie,restaurant,NA,1,NA,sh,NA,,,
lutnie,Lutz Niemann,chef,2,1,deutsch,NA,1,,,
tholem,Thomas Lemke,chef,2,1,NA,NA,1,,,
Rbeckers,BECKER'S,restaurant,NA,1,NA,rp,NA,,,
wolbec,Wolfgang Becker,chef,2,1,deutsch,NA,1,,,
Rweinundtafelhaus,Wein- und Tafelhaus,restaurant,NA,1,NA,rp,NA,,,
aleoos,Alexander Oos,chef,2,1,deutsch,NA,1,,,
Ranima,Anima,restaurant,NA,1,NA,bw,NA,,,
heilac,Heiko Lachner,chef,2,1,deutsch,NA,1,,,
Rschlossfilseck,Schloss Filseck,restaurant,NA,1,NA,bw,NA,,,
dancor,Daniele Corona,chef,2,1,NA,NA,1,,,
Rseestern,Seestern,restaurant,NA,1,NA,bw,NA,,,
klabud,Klaus Buderath,chef,2,1,deutsch,NA,1,,,
benwit,Benedikt Wittek,chef,2,1,deutsch,NA,1,,,
Rsiedepunkt,SIEDEPUNKT,restaurant,NA,1,NA,bw,NA,,,
henfri,Hendrik Friedrich,chef,2,1,deutsch,NA,1,,,
Rkulmeckbytomwickboldt,Kulmeck by Tom Wickboldt,restaurant,NA,1,NA,mv,NA,,,
tomwic,Tom Wickboldt,chef,2,1,deutsch,NA,1,,,
Rtheoroom,The O'ROOM,restaurant,NA,1,NA,mv,NA,,,
andkäh,André Kähler,chef,2,1,deutsch,NA,1,,,
Rlammrosswag,Lamm Rosswag,restaurant,NA,1,NA,bw,NA,,,
sterug,Steffen Ruggaber,chef,2,1,deutsch,NA,1,,,
Rhausstemberg,Haus Stemberg,restaurant,NA,1,NA,nw,NA,,,
sasste,Sascha Stemberg,chef,2,1,deutsch,NA,1,,,
Rschwarzeradler,Schwarzer Adler,restaurant,NA,1,NA,bw,NA,,,
Rweinstock,Weinstock,restaurant,NA,1,NA,by,NA,,,
corfis,Cornelia Fischer,chef,1,1,deutsch,NA,1,,,
Rbachofer,Bachofer,restaurant,NA,1,NA,bw,NA,,,
berbac,Bernd Bachofer,chef,2,1,deutsch,NA,1,,,
Rschwitzersgourmetrestaurant,Schwitzer's Gourmet-Restaurant,restaurant,NA,1,NA,bw,NA,,,
cedsch,Cedric Schwitzer,chef,2,1,NA,NA,1,,,
Rgasthofkrone,Gasthof Krone,restaurant,NA,1,NA,bw,NA,,,
erimet,Erik Metzger,chef,2,1,deutsch,NA,1,,,
Rjohanns,Johanns,restaurant,NA,1,NA,by,NA,,,
micrei,Michael Simon Reis,chef,2,1,deutsch,NA,1,,,
Rlaurentius,Laurentius,restaurant,NA,1,NA,bw,NA,,,
jürkoc,Jürgen Koch,chef,2,1,deutsch,NA,1,,,
Rzeitgeist,zeit|geist,restaurant,NA,1,NA,bw,NA,,,
sebsyr,Sebastian Syrbe,chef,2,1,deutsch,NA,1,,,
holste,Holger Stehr,chef,2,1,deutsch,NA,1,,,
Radmiral,Admiral,restaurant,NA,1,NA,rp,NA,,,
Ralteüberfahrt,Alte Überfahrt,restaurant,NA,1,NA,bb,NA,,,
thohüb,Thomas Hübner,chef,2,1,deutsch,NA,1,,,
Rpietsch,Pietsch,restaurant,NA,1,NA,st,NA,,,
Rzeitwerk,Zeitwerk,restaurant,NA,1,NA,st,NA,,,
robpie,Robin Pietsch,chef,2,1,deutsch,NA,1,,,
Rente,Ente,restaurant,NA,1,NA,he,NA,,,
mickam,Michael Kammermeier,chef,2,1,deutsch,NA,1,,,
Rshiraz,Shiraz,restaurant,NA,1,NA,nw,NA,,,
alehop,Alexander Hoppe,chef,2,1,deutsch,NA,1,,,
Rkuno1408,Kuno 1408,restaurant,NA,1,NA,by,NA,,,
patgri,Patrick Grieshaber,chef,2,1,deutsch,NA,1,,,
robhof,Robin Hofmann,chef,2,1,deutsch,NA,1,,,
Rlandhausköpp,Landhaus Köpp,restaurant,NA,1,NA,nw,NA,,,
jürkop,Jürgen Köpp,chef,2,1,deutsch,NA,1,,,
Rapicius,Apicius,restaurant,NA,1,NA,ni,NA,,,
timext,Tim Extra,chef,2,1,deutsch,NA,1,,,
Raltepfarrey,Alte Pfarrey,restaurant,NA,1,NA,rp,NA,,,
Rfalco,Falco,restaurant,NA,1,NA,sn,NA,,,
maigeh,Maik Gehrke,chef,2,1,deutsch,NA,1,,,
petsch,Peter Maria Schnurr,chef,2,1,deutsch,NA,1,,,
Rsäpfle,s'Äpfle,restaurant,NA,1,NA,bw,NA,,,
aljfüt,Aljoscha Füting,chef,2,1,NA,NA,1,,,
Rhirschgasselegourmet,Hirschgasse - Le Gourmet,restaurant,NA,1,NA,bw,NA,,,
Rschwingshacklesskulturgourmet,Schwingshackl ESSKULTUR Gourmet,restaurant,NA,1,NA,by,NA,,,
Rsanmartino,San Martino - Gourmet by Jochen Fecht,restaurant,NA,1,NA,bw,NA,,,
Rmarly,Marly,restaurant,NA,1,NA,bw,NA,,,
Rrestauranturgestein,Restaurant Urgestein,restaurant,NA,1,NA,rp,NA,,,
Rdasmaximilians,Das Maximilians,restaurant,NA,1,NA,by,NA,,,
Rrestaurant1797,Restaurant 1797,restaurant,NA,1,NA,sh,NA,,,
Raska,Aska,restaurant,NA,,NA,by,NA,,,
marsau,Mario Sauer,chef,2,1,deutsch,NA,1,,,
erischw,Erich Schwingshackl,chef,2,1,italienisch,NA,1,,,
jocfec,Jochen Fecht,chef,2,1,deutsch,NA,1,,,
grerup,Gregor Ruppenthal,chef,2,1,deutsch,NA,1,,,
hedrin,Hedi Rink,chef,1,1,deutsch,NA,1,,,
guirig,Guiseppe Riggio,chef,2,1,italienisch,NA,1,,,
